file;sex;genotype;nose.dip;bodycentre.raw.distance;bodycentre.distance.moving;bodycentre.raw.speed;bodycentre.speed.moving;bodycentre.time.moving;bodycentre.total.time;bodycentre.time.stationary;bodycentre.percentage.moving;bodycentre.center.raw.distance;bodycentre.center.distance.moving;bodycentre.center.raw.speed;bodycentre.center.speed.moving;bodycentre.center.time.moving;bodycentre.center.total.time;bodycentre.center.time.stationary;bodycentre.center.percentage.moving;bodycentre.center.transitions;bodycentre.open.raw.distance;bodycentre.open.distance.moving;bodycentre.open.raw.speed;bodycentre.open.speed.moving;bodycentre.open.time.moving;bodycentre.open.total.time;bodycentre.open.time.stationary;bodycentre.open.percentage.moving;bodycentre.open.transitions;bodycentre.closed.raw.distance;bodycentre.closed.distance.moving;bodycentre.closed.raw.speed;bodycentre.closed.speed.moving;bodycentre.closed.time.moving;bodycentre.closed.total.time;bodycentre.closed.time.stationary;bodycentre.closed.percentage.moving;bodycentre.closed.transitions;bodycentre.open.top.raw.distance;bodycentre.open.top.distance.moving;bodycentre.open.top.raw.speed;bodycentre.open.top.speed.moving;bodycentre.open.top.time.moving;bodycentre.open.top.total.time;bodycentre.open.top.time.stationary;bodycentre.open.top.percentage.moving;bodycentre.open.top.transitions;bodycentre.open.bottom.raw.distance;bodycentre.open.bottom.distance.moving;bodycentre.open.bottom.raw.speed;bodycentre.open.bottom.speed.moving;bodycentre.open.bottom.time.moving;bodycentre.open.bottom.total.time;bodycentre.open.bottom.time.stationary;bodycentre.open.bottom.percentage.moving;bodycentre.open.bottom.transitions;bodycentre.closed.left.raw.distance;bodycentre.closed.left.distance.moving;bodycentre.closed.left.raw.speed;bodycentre.closed.left.speed.moving;bodycentre.closed.left.time.moving;bodycentre.closed.left.total.time;bodycentre.closed.left.time.stationary;bodycentre.closed.left.percentage.moving;bodycentre.closed.left.transitions;bodycentre.closed.right.raw.distance;bodycentre.closed.right.distance.moving;bodycentre.closed.right.raw.speed;bodycentre.closed.right.speed.moving;bodycentre.closed.right.time.moving;bodycentre.closed.right.total.time;bodycentre.closed.right.time.stationary;bodycentre.closed.right.percentage.moving;bodycentre.closed.right.transitions
EPM_40W_2469_WTcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv;m;wt;18;1351,42;815,82;4,63;9,71;84;291,88;207,88;28,78;251,17;104,45;3,94;8,48;12,32;63,68;51,36;19,35;49;860,73;555,05;4,87;9,77;56,8;176,68;119,88;32,15;27;239,52;156,32;4,65;10,51;14,88;51,52;36,64;28,88;22;25,12;8,25;2,92;7,93;1,04;8,6;7,56;12,09;8;214,4;148,07;5;10,7;13,84;42,92;29,08;32,25;14;433,35;289,73;4,89;9,98;29,04;88,68;59,64;32,75;13;427,38;265,32;4,86;9,56;27,76;88;60,24;31,55;14
EPM_40W_2474_WTcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv;m;wt;12;1170,57;699,47;3,99;9,14;76,52;293,04;216,52;26,11;190,7;96,44;3,84;8,26;11,68;49,6;37,92;23,55;34;930,52;577,23;4,04;9,33;61,88;230,48;168,6;26,85;23;49,35;25,79;3,81;8,71;2,96;12,96;10;22,84;11;6,36;0,55;2,48;6,87;0,08;2,56;2,48;3,13;4;42,99;25,24;4,13;8,77;2,88;10,4;7,52;27,69;7;555,91;339,43;3,85;9,48;35,8;144,48;108,68;24,78;13;374,61;237,8;4,36;9,12;26,08;86;59,92;30,33;10
EPM_40W_2484_WTcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv;m;wt;30;1826,2;1328,3;6,26;11,21;118,48;291,52;173,04;40,64;310,6;167,65;4,33;8,2;20,44;71,72;51,28;28,5;70;1194,38;933,6;7,4;12,15;76,84;161,48;84,64;47,58;36;321,21;227,04;5,51;10,71;21,2;58,32;37,12;36,35;34;183,53;140,02;6,48;11,08;12,64;28,32;15,68;44,63;10;137,68;87,02;4,59;10,17;8,56;30;21,44;28,53;24;555,66;455,07;8,47;12,94;35,16;65,6;30,44;53,6;16;638,73;478,53;6,66;11,48;41,68;95,88;54,2;43,47;20
EPM_40W_2494_WTcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv;m;wt;18;1470,14;996,58;5,06;10,98;90,8;290,72;199,92;31,23;331,54;152,18;3,07;9,04;16,84;107,84;91;15,62;54;805,93;619,92;6,66;12,08;51,32;120,96;69,64;42,43;28;332,67;224,49;5,37;9,92;22,64;61,92;39,28;36,56;26;164,45;116,71;5,56;9,86;11,84;29,6;17,76;40;18;168,22;107,77;5,2;9,98;10,8;32,32;21,52;33,42;8;334,28;263,4;7,12;12,66;20,8;46,92;26,12;44,33;8;471,65;356,52;6,37;11,68;30,52;74,04;43,52;41,22;20
EPM_08W_2540_Lep_obcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv;m;ob/ob;14;1553,99;1113,56;5,34;11;101,24;291,2;189,96;34,77;250,09;115,89;3,23;8,73;13,28;77,36;64,08;17,17;50;1102,02;870,09;6,61;11,74;74,12;166,76;92,64;44,45;33;193,48;119,19;4,25;8,92;13,36;45,48;32,12;29,38;18;108,59;70,11;5,09;9,68;7,24;21,32;14,08;33,96;6;84,9;49,08;3,51;8,02;6,12;24,16;18,04;25,33;12;540,09;451,24;7,92;12,13;37,2;68,16;30,96;54,58;14;561,93;418,85;5,7;11,34;36,92;98,6;61,68;37,44;19
EPM_08W_2545_Lep_obcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv;m;ob/ob;16;1010,62;483,59;3,43;9;53,72;295;241,28;18,21;294,25;77,99;2,32;7,28;10,72;126,92;116,2;8,45;42;437,92;261,99;4,58;9,97;26,28;95,56;69,28;27,5;20;278,45;143,61;3,84;8,59;16,72;72,52;55,8;23,06;22;140,12;60,82;3,51;8,74;6,96;39,88;32,92;17,45;9;138,34;82,79;4,24;8,48;9,76;32,64;22,88;29,9;13;251,94;150,81;4,76;10,08;14,96;52,88;37,92;28,29;8;185,98;111,18;4,36;9,82;11,32;42,68;31,36;26,52;12
EPM_08W_2546_Lep_obcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv;m;ob/ob;8;894,1;470,1;3,04;9,46;49,68;294,48;244,8;16,87;168,04;55,67;1,88;7,44;7,48;89,2;81,72;8,39;28;649,24;374,9;3,49;9,83;38,12;186;147,88;20,49;17;76,81;39,53;4,03;9,69;4,08;19,08;15;21,38;14;39,8;18,49;3,71;6,9;2,68;10,72;8,04;25;4;37,01;21,05;4,43;15,03;1,4;8,36;6,96;16,75;10;372,82;222,88;3,39;10,19;21,88;109,84;87,96;19,92;9;276,42;152,02;3,63;9,36;16,24;76,16;59,92;21,32;8
EPM_08W_2549_Lep_obcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv;m;ob/ob;20;1447,94;1016,3;4,95;11,38;89,32;292,64;203,32;30,52;207,86;94,95;3,09;8,6;11,04;67,2;56,16;16,43;53;1043,21;830,24;7,07;12,2;68,04;147,52;79,48;46,12;30;196,87;91,11;2,53;8,9;10,24;77,92;67,68;13,14;23;34,14;8,48;2,6;6,84;1,24;13,12;11,88;9,45;7;162,73;82,63;2,51;9,18;9;64,8;55,8;13,89;16;457,96;363,37;6,88;11,92;30,48;66,56;36,08;45,79;14;585,24;466,87;7,23;12,43;37,56;80,96;43,4;46,39;16
EPM_08W_2550_Lep_obcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv;m;ob/ob;8;1188,86;755,26;4,05;10,43;72,44;293,76;221,32;24,66;235,69;107,58;2,92;8,3;12,96;80,76;67,8;16,05;42;772,7;544,94;4,63;11,02;49,44;166,96;117,52;29,61;27;168,46;90,74;3,74;9,15;9,92;45;35,08;22,04;16;101,32;50,25;3,13;7,71;6,52;32,4;25,88;20,12;8;67,14;40,49;5,33;11,91;3,4;12,6;9,2;26,98;8;475,58;330,04;4,3;10,81;30,52;110,68;80,16;27,57;15;297,13;214,9;5,28;11,36;18,92;56,28;37,36;33,62;12
EPM_24W_2508_Lep_obcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv;m;ob/ob;8;281,5;12,37;0,97;7,19;1,72;291,68;289,96;0,59;210,12;8,61;0,96;7,69;1,12;218,52;217,4;0,51;7;4,03;1,86;1,83;6,64;0,28;2,2;1,92;12,73;2;67,34;1,9;0,95;5,94;0,32;70,96;70,64;0,45;5;0;0;NA;NA;0;0;0;NA;0;67,34;1,9;0,95;5,94;0,32;70,96;70,64;0,45;5;3,9;1,86;1,87;6,64;0,28;2,08;1,8;13,46;2;0,13;0;1,1;NA;0;0,12;0,12;0;0
EPM_24W_2514_Lep_obcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv;m;ob/ob;3;313,6;55,89;1,08;6,5;8,6;291,4;282,8;2,95;52,77;7,03;2,4;6,06;1,16;22;20,84;5,27;5;258,69;48,86;0,96;6,57;7,44;268,32;260,88;2,77;3;2,14;0;1,98;NA;0;1,08;1,08;0;2;0;0;NA;NA;0;0;0;NA;0;2,14;0;1,98;NA;0;1,08;1,08;0;2;183,18;35,24;0,78;6,94;5,08;235,72;230,64;2,16;2;75,51;13,62;2,32;5,77;2,36;32,6;30,24;7,24;1
EPM_24W_2518_Lep_obcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv;m;ob/ob;1;236,04;16,93;0,8;15,67;1,08;294,16;293,08;0,37;24,55;4,48;1,89;12,44;0,36;13;12,64;2,77;2;3,46;3,46;14,42;14,42;0,24;0,24;0;100;2;205,03;5,99;0,73;18,73;0,32;280,24;279,92;0,11;3;199,04;0;0,71;NA;0;279,92;279,92;0;1;5,99;5,99;18,73;18,73;0,32;0,32;0;100;2;3,46;3,46;14,42;14,42;0,24;0,24;0;100;2;0;0;NA;NA;0;0;0;NA;0
EPM_24W_2539_Lep_obcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv;m;ob/ob;11;1057,24;581,67;3,65;9,18;63,36;289,92;226,56;21,85;164,4;56,24;3,27;7,32;7,68;50,24;42,56;15,29;33;854,04;521,62;3,8;9,45;55,2;224,48;169,28;24,59;21;38,81;3,81;2,55;7,94;0,48;15,2;14,72;3,16;12;5,55;0;2,1;NA;0;2,64;2,64;0;6;33,26;3,81;2,65;7,94;0,48;12,56;12,08;3,82;6;345,89;229,7;4,12;9,64;23,84;83,96;60,12;28,39;8;508,14;291,92;3,62;9,31;31,36;140,52;109,16;22,32;13
EPM_40W_2472_Lep_obcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv;m;ob/ob;3;611,98;265,44;2,09;8,79;30,2;293,44;263,24;10,29;79,39;13,21;1,96;8,06;1,64;40,56;38,92;4,04;12;502,05;221,82;2;7,89;28,12;251,28;223,16;11,19;11;30,54;30,4;58,73;69,1;0,44;0,52;0,08;84,62;2;0;0;NA;NA;0;0;0;NA;0;30,54;30,4;58,73;69,1;0,44;0,52;0,08;84,62;2;356,74;148,63;1,76;7,97;18,64;202,84;184,2;9,19;6;145,31;73,19;3;7,72;9,48;48,44;38,96;19,57;5
EPM_40W_2477_Lep_obcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv;m;ob/ob;2;352,91;46,89;1,21;6,51;7,2;292,56;285,36;2,46;22,21;2,9;1,23;6,04;0,48;18,08;17,6;2,65;18;310,07;42,49;1,18;6,68;6,36;263,8;257,44;2,41;17;20,63;1,5;1,93;4,15;0,36;10,68;10,32;3,37;1;0;0;NA;NA;0;0;0;NA;0;20,63;1,5;1,93;4,15;0,36;10,68;10,32;3,37;1;214,67;26,1;1,27;6,73;3,88;168,4;164,52;2,3;14;95,4;16,4;1;6,61;2,48;95,4;92,92;2,6;3
EPM_40W_2483_Lep_obcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv;m;ob/ob;0;195,92;5,23;0,66;10,9;0,48;296;295,52;0,16;174,96;5,23;0,69;10,9;0,48;254,24;253,76;0,19;66;20,96;0;0,5;NA;0;41,76;41,76;0;66;0;0;NA;NA;0;0;0;NA;0;0;0;NA;NA;0;0;0;NA;0;0;0;NA;NA;0;0;0;NA;0;0;0;NA;NA;0;0;0;NA;0;20,96;0;0,5;NA;0;41,76;41,76;0;66
EPM_40W_2500_Lep_obcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv;m;ob/ob;0;401,55;72,84;1,38;6,7;10,88;291,24;280,36;3,74;143,2;9,25;0,94;7,23;1,28;152,4;151,12;0,84;6;207,22;59,64;2,56;6,63;9;80,84;71,84;11,13;3;51,13;3,95;0,88;6,59;0,6;58;57,4;1,03;3;0;0;NA;NA;0;0;0;NA;0;51,13;3,95;0,88;6,59;0,6;58;57,4;1,03;3;128,79;36,1;2,68;6,45;5,6;48;42,4;11,67;2;78,42;23,54;2,39;6,92;3,4;32,84;29,44;10,35;1
EPM_40W_2505_Lep_obcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv;m;ob/ob;0;418,21;64,32;1,44;6,31;10,2;290,36;280,16;3,51;50,51;2,19;2,17;6,83;0,32;23,28;22,96;1,37;9;367,7;62,13;1,38;6,29;9,88;267,08;257,2;3,7;9;0;0;NA;NA;0;0;0;NA;0;0;0;NA;NA;0;0;0;NA;0;0;0;NA;NA;0;0;0;NA;0;367,7;62,13;1,38;6,29;9,88;267,08;257,2;3,7;9;0;0;NA;NA;0;0;0;NA;0
